"id","community","color"
"36448929783",1,"#61DCA9"
"35449001705",2,"#9B7424"
"35448998384",2,"#9B7424"
"35448990425",3,"#8C0172"
"35448971777",2,"#9B7424"
"35448959900",3,"#8C0172"
"35448930202",3,"#8C0172"
"34547635055",1,"#61DCA9"
"34547577771",1,"#61DCA9"
"34547570536",1,"#61DCA9"
"34547568748",2,"#9B7424"
"34547568431",1,"#61DCA9"
"34547562957",1,"#61DCA9"
"72549112644",1,"#61DCA9"
"72549103103",1,"#61DCA9"
"72549093839",1,"#61DCA9"
"72549087165",1,"#61DCA9"
"66949114200",1,"#61DCA9"
"48349142956",4,"#944046"
"48349100741",1,"#61DCA9"
"44349128925",4,"#944046"
"33847752960",1,"#61DCA9"
"34047190388",3,"#8C0172"
"34047176981",3,"#8C0172"
"34047168011",3,"#8C0172"
"34047164121",1,"#61DCA9"
"34047160520",1,"#61DCA9"
"34047155639",2,"#9B7424"
"34047109213",3,"#8C0172"
"34047093396",1,"#61DCA9"
"33947422116",1,"#61DCA9"
"33947377939",1,"#61DCA9"
"33947366468",1,"#61DCA9"
"33947366004",1,"#61DCA9"
"33947364833",1,"#61DCA9"
"33947360776",3,"#8C0172"
"33847240884",1,"#61DCA9"
"33847224124",1,"#61DCA9"
"33847211035",1,"#61DCA9"
"33847206747",1,"#61DCA9"
"33847202902",1,"#61DCA9"
"33847197123",1,"#61DCA9"
"33847191369",1,"#61DCA9"
"33847187366",1,"#61DCA9"
"34547824152",1,"#61DCA9"
"34547812009",1,"#61DCA9"
"34547757890",1,"#61DCA9"
"34547752362",1,"#61DCA9"
"34547745900",2,"#9B7424"
"34547738464",1,"#61DCA9"
"34547726666",1,"#61DCA9"
"33750214653",3,"#8C0172"
"33750121260",3,"#8C0172"
"33644768390",1,"#61DCA9"
"33644754775",1,"#61DCA9"
"33644753085",1,"#61DCA9"
"33644749535",1,"#61DCA9"
"33750120529",1,"#61DCA9"
"33746748241",1,"#61DCA9"
"33746740549",1,"#61DCA9"
"33746721595",1,"#61DCA9"
"33746717614",1,"#61DCA9"
"33746716317",2,"#9B7424"
"33746676987",3,"#8C0172"
"33644762203",2,"#9B7424"
"33645318413",2,"#9B7424"
"33645307947",1,"#61DCA9"
"33645298185",1,"#61DCA9"
"33645292568",1,"#61DCA9"
"33645288540",5,"#8EB63B"
"33645285262",1,"#61DCA9"
"33645280324",1,"#61DCA9"
"33644623599",3,"#8C0172"
"33644620710",1,"#61DCA9"
"33644599426",1,"#61DCA9"
"33644599124",1,"#61DCA9"
"33644598310",2,"#9B7424"
"33644594614",1,"#61DCA9"
"33644591120",1,"#61DCA9"
"33644588290",1,"#61DCA9"
"33644585163",1,"#61DCA9"
"33749449068",2,"#9B7424"
"33749448738",1,"#61DCA9"
"33749448015",1,"#61DCA9"
"33749444314",1,"#61DCA9"
"33749443894",1,"#61DCA9"
"33749443091",1,"#61DCA9"
"33749441180",2,"#9B7424"
"33749437894",1,"#61DCA9"
"33749436598",1,"#61DCA9"
"33749436118",1,"#61DCA9"
"33749430823",1,"#61DCA9"
"33749426911",1,"#61DCA9"
"33745281925",1,"#61DCA9"
"33745176781",3,"#8C0172"
"33645013760",1,"#61DCA9"
"33644785465",1,"#61DCA9"
"20444464310",3,"#8C0172"
"21444461057",1,"#61DCA9"
"21444454555",1,"#61DCA9"
"21444451575",1,"#61DCA9"
"21444451089",1,"#61DCA9"
"21444445373",1,"#61DCA9"
"21444442520",1,"#61DCA9"
"21444441212",2,"#9B7424"
"21444437978",3,"#8C0172"
"21444437821",3,"#8C0172"
"21444437671",1,"#61DCA9"
"21444433004",2,"#9B7424"
"26844562091",1,"#61DCA9"
"26844561306",1,"#61DCA9"
"26844515355",1,"#61DCA9"
"26844494981",1,"#61DCA9"
"26844469441",1,"#61DCA9"
"26844458019",1,"#61DCA9"
"26844447559",1,"#61DCA9"
"26844438911",1,"#61DCA9"
"2442611965",3,"#8C0172"
"14844332721",1,"#61DCA9"
"14844323141",1,"#61DCA9"
"14844322877",1,"#61DCA9"
"14844298746",1,"#61DCA9"
"4043133005",3,"#8C0172"
"4043125975",1,"#61DCA9"
"4043110493",1,"#61DCA9"
"4043090535",1,"#61DCA9"
"4043087644",3,"#8C0172"
"4043077681",4,"#944046"
"4043066341",1,"#61DCA9"
"4043055015",1,"#61DCA9"
"2442717400",3,"#8C0172"
"2442706284",4,"#944046"
"2442667491",1,"#61DCA9"
"2442656303",1,"#61DCA9"
"2442655033",1,"#61DCA9"
"2442642504",1,"#61DCA9"
"1542757281",1,"#61DCA9"
"1542757274",1,"#61DCA9"
"1542757267",1,"#61DCA9"
"1542751063",3,"#8C0172"
"1542651983",3,"#8C0172"
"1542651975",1,"#61DCA9"
"1542547081",1,"#61DCA9"
"1542442430",1,"#61DCA9"
"1542442364",3,"#8C0172"
"0348218216",3,"#8C0172"
"0348218215",1,"#61DCA9"
"0348162421",1,"#61DCA9"
"0346957436",1,"#61DCA9"
"0142135973",1,"#61DCA9"
"0142135968",1,"#61DCA9"
"0142104228",3,"#8C0172"
"0142104171",1,"#61DCA9"
"0142040713",1,"#61DCA9"
"0142031146",4,"#944046"
"0041302285",3,"#8C0172"
"0041302284",1,"#61DCA9"
"0038672865",1,"#61DCA9"
"0038269763",1,"#61DCA9"
"0038269759",3,"#8C0172"
"0037932465",1,"#61DCA9"
"0037932456",3,"#8C0172"
"0037932455",1,"#61DCA9"
"0037594519",1,"#61DCA9"
"0347588478",1,"#61DCA9"
"0041802927",1,"#61DCA9"
"0038661785",2,"#9B7424"
"0038323095",2,"#9B7424"
"0037985429",2,"#9B7424"
"0037985428",1,"#61DCA9"
"0037647565",1,"#61DCA9"
"0036877066",1,"#61DCA9"
"0036877065",1,"#61DCA9"
"0036876715",1,"#61DCA9"
"0036876684",3,"#8C0172"
"0036876324",2,"#9B7424"
"0036759545",1,"#61DCA9"
"0036759143",1,"#61DCA9"
"0036759017",1,"#61DCA9"
"0036758527",1,"#61DCA9"
"0036758520",1,"#61DCA9"
"0036084947",1,"#61DCA9"
"0036081748",3,"#8C0172"
"0036087650",1,"#61DCA9"
"0036084918",3,"#8C0172"
"0036084416",1,"#61DCA9"
"0036622994",3,"#8C0172"
"0036622868",1,"#61DCA9"
"0036622867",1,"#61DCA9"
"0036622760",1,"#61DCA9"
"0036622573",1,"#61DCA9"
"0036622566",3,"#8C0172"
"0036179932",5,"#8EB63B"
"0036179236",1,"#61DCA9"
"0036178273",1,"#61DCA9"
"0036176634",2,"#9B7424"
"0036758524",1,"#61DCA9"
"0042326329",1,"#61DCA9"
"0041825210",3,"#8C0172"
"0041324690",1,"#61DCA9"
"0038570662",4,"#944046"
"0013059351",2,"#9B7424"
"0012976586",1,"#61DCA9"
"0002459786",1,"#61DCA9"
"0001502291",1,"#61DCA9"
"0000013589",1,"#61DCA9"
"0034777508",1,"#61DCA9"
"0034777507",1,"#61DCA9"
"0034775936",1,"#61DCA9"
"0034772445",1,"#61DCA9"
"0034772386",1,"#61DCA9"
"0034772001",1,"#61DCA9"
"0035087182",1,"#61DCA9"
"0035085844",1,"#61DCA9"
"0035083655",1,"#61DCA9"
"0041825208",1,"#61DCA9"
"0035182911",1,"#61DCA9"
"0034771533",1,"#61DCA9"
"0006298729",2,"#9B7424"
"0034525638",1,"#61DCA9"
"0033775045",1,"#61DCA9"
"0033821797",1,"#61DCA9"
"0346477067",1,"#61DCA9"
"0345846195",3,"#8C0172"
"0343091568",1,"#61DCA9"
"0034127552",1,"#61DCA9"
"0034118025",1,"#61DCA9"
"0034072453",1,"#61DCA9"
"0034059222",1,"#61DCA9"
"0034032448",1,"#61DCA9"
"0008520455",2,"#9B7424"
"2342653076",1,"#61DCA9"
"2342569829",1,"#61DCA9"
"2342563941",3,"#8C0172"
"2342541916",3,"#8C0172"
"2342514284",1,"#61DCA9"
"0347838008",1,"#61DCA9"
"0347674235",1,"#61DCA9"
"0042891224",2,"#9B7424"
"0041869987",1,"#61DCA9"
"0039746429",3,"#8C0172"
"0038165273",3,"#8C0172"
"0038139866",1,"#61DCA9"
"0011203165",1,"#61DCA9"
"0010542950",1,"#61DCA9"
"0008203301",3,"#8C0172"
"0008169860",1,"#61DCA9"
"0008167766",1,"#61DCA9"
"0007215478",1,"#61DCA9"
"0007170653",1,"#61DCA9"
"0003048039",3,"#8C0172"
"0002996365",1,"#61DCA9"
"0002881218",1,"#61DCA9"
"0002415819",1,"#61DCA9"
"0001443530",1,"#61DCA9"
"0001187812",1,"#61DCA9"
"0000901666",4,"#944046"
"0000657119",1,"#61DCA9"
"0000212274",1,"#61DCA9"
"0000208961",1,"#61DCA9"
"3042571391",1,"#61DCA9"
"26944460846",1,"#61DCA9"
"26944433098",1,"#61DCA9"
"2342470915",1,"#61DCA9"
"2342466879",1,"#61DCA9"
"2342461187",1,"#61DCA9"
"0347351194",1,"#61DCA9"
"0043098011",1,"#61DCA9"
"0042067106",1,"#61DCA9"
"0031903686",1,"#61DCA9"
"0031878958",1,"#61DCA9"
"0031878510",1,"#61DCA9"
"0031870813",3,"#8C0172"
"0031864801",3,"#8C0172"
"0031811294",1,"#61DCA9"
"0031810803",1,"#61DCA9"
"0006678965",1,"#61DCA9"
"0005930422",3,"#8C0172"
"0002422969",1,"#61DCA9"
"0002351415",1,"#61DCA9"
"0001261424",3,"#8C0172"
"0000840686",1,"#61DCA9"
"0000627742",2,"#9B7424"
"0000390964",3,"#8C0172"
"2342635357",1,"#61DCA9"
"2342631455",1,"#61DCA9"
"2342617739",1,"#61DCA9"
"2342597315",1,"#61DCA9"
"2342577688",1,"#61DCA9"
"2342533991",1,"#61DCA9"
"2342461218",1,"#61DCA9"
"2342449427",1,"#61DCA9"
"0038214599",3,"#8C0172"
"0031461133",3,"#8C0172"
"0031458655",1,"#61DCA9"
"0031405303",1,"#61DCA9"
"0031393820",3,"#8C0172"
"0001459345",3,"#8C0172"
"0001188355",1,"#61DCA9"
"0000669191",1,"#61DCA9"
"85062755745",1,"#61DCA9"
"33747707588",1,"#61DCA9"
"2342655213",1,"#61DCA9"
"2342648223",1,"#61DCA9"
"0344195925",1,"#61DCA9"
"0344169788",1,"#61DCA9"
"0039372624",1,"#61DCA9"
"0037977002",3,"#8C0172"
"0008426375",1,"#61DCA9"
"0000055303",3,"#8C0172"
"34249755941",1,"#61DCA9"
"34249754976",1,"#61DCA9"
"0029505383",3,"#8C0172"
"0006975310",2,"#9B7424"
"0005904082",1,"#61DCA9"
"34249757348",1,"#61DCA9"
"34249756478",1,"#61DCA9"
"0038438056",1,"#61DCA9"
"0029544048",3,"#8C0172"
"0000029284",1,"#61DCA9"
"34249756628",3,"#8C0172"
"0029502956",3,"#8C0172"
"0000674133",3,"#8C0172"
"0000331570",3,"#8C0172"
"34249757271",1,"#61DCA9"
"0346763529",2,"#9B7424"
"0346446730",1,"#61DCA9"
"0012834518",2,"#9B7424"
"0005966007",1,"#61DCA9"
"34249842799",1,"#61DCA9"
"34249837295",3,"#8C0172"
"34249833693",1,"#61DCA9"
"24944563539",1,"#61DCA9"
"0027011080",1,"#61DCA9"
"0013168112",1,"#61DCA9"
"0008184144",1,"#61DCA9"
"0001170556",3,"#8C0172"
"34249837221",3,"#8C0172"
"34249833607",1,"#61DCA9"
"0027040392",3,"#8C0172"
"0006085121",1,"#61DCA9"
"0002084222",3,"#8C0172"
"0001500542",1,"#61DCA9"
"34249841469",1,"#61DCA9"
"34249839722",1,"#61DCA9"
"34249834214",1,"#61DCA9"
"34249834091",1,"#61DCA9"
"34249833796",3,"#8C0172"
"34249832822",1,"#61DCA9"
"2342626439",1,"#61DCA9"
"0027046806",1,"#61DCA9"
"0000043856",3,"#8C0172"
"34249840129",1,"#61DCA9"
"34249832445",1,"#61DCA9"
"34249830795",2,"#9B7424"
"1842524446",1,"#61DCA9"
"0039211419",1,"#61DCA9"
"0027095487",1,"#61DCA9"
"0027091649",1,"#61DCA9"
"0027037337",1,"#61DCA9"
"0011978401",3,"#8C0172"
"3643089876",3,"#8C0172"
"34249924122",1,"#61DCA9"
"34249921918",1,"#61DCA9"
"34249921093",1,"#61DCA9"
"0345956908",1,"#61DCA9"
"0345762377",1,"#61DCA9"
"0026351731",3,"#8C0172"
"0000906715",3,"#8C0172"
"34249927533",1,"#61DCA9"
"34249918887",3,"#8C0172"
"0040573567",4,"#944046"
"0037997215",3,"#8C0172"
"0026282843",5,"#8EB63B"
"0026292055",1,"#61DCA9"
"0001825857",1,"#61DCA9"
"84951650605",3,"#8C0172"
"84951604643",3,"#8C0172"
"84894743769",1,"#61DCA9"
"79955297885",1,"#61DCA9"
"2342458156",3,"#8C0172"
"0026307397",1,"#61DCA9"
"0026289783",1,"#61DCA9"
"34249958152",1,"#61DCA9"
"34249953053",3,"#8C0172"
"0343772149",1,"#61DCA9"
"0042865393",4,"#944046"
"0025659652",2,"#9B7424"
"0005961096",5,"#8EB63B"
"0003278839",3,"#8C0172"
"0003027173",3,"#8C0172"
"2342483676",1,"#61DCA9"
"0039911947",1,"#61DCA9"
"0011971527",3,"#8C0172"
"0011635172",3,"#8C0172"
"34249959669",3,"#8C0172"
"2442592555",3,"#8C0172"
"0025671174",1,"#61DCA9"
"0010271036",1,"#61DCA9"
"0002280934",3,"#8C0172"
"0001011877",1,"#61DCA9"
"0000034997",3,"#8C0172"
"34249975042",1,"#61DCA9"
"34249967236",1,"#61DCA9"
"0024944575",1,"#61DCA9"
"0024903221",1,"#61DCA9"
"0024887231",1,"#61DCA9"
"0000782648",1,"#61DCA9"
"77951503445",1,"#61DCA9"
"33745571752",1,"#61DCA9"
"84951601209",3,"#8C0172"
"84936371905",1,"#61DCA9"
"84936327500",1,"#61DCA9"
"34249969339",3,"#8C0172"
"34249968657",1,"#61DCA9"
"34249966666",3,"#8C0172"
"34249965363",1,"#61DCA9"
"33750269572",1,"#61DCA9"
"2642627096",3,"#8C0172"
"24644450422",3,"#8C0172"
"2342534905",1,"#61DCA9"
"0037977003",3,"#8C0172"
"0024887225",1,"#61DCA9"
"0024873017",3,"#8C0172"
"0011011157",1,"#61DCA9"
"34250090810",3,"#8C0172"
"0024184957",5,"#8EB63B"
"0024182737",3,"#8C0172"
"34250088248",2,"#9B7424"
"24944578810",1,"#61DCA9"
"2342525128",3,"#8C0172"
"2342493069",1,"#61DCA9"
"0042031936",1,"#61DCA9"
"34250094627",3,"#8C0172"
"33645551912",3,"#8C0172"
"0347771912",3,"#8C0172"
"0347218176",1,"#61DCA9"
"0345932734",1,"#61DCA9"
"0038214593",3,"#8C0172"
"0002125554",1,"#61DCA9"
"34250108517",1,"#61DCA9"
"34250099487",3,"#8C0172"
"0343987947",3,"#8C0172"
"0042364353",1,"#61DCA9"
"0042031915",1,"#61DCA9"
"0000967774",3,"#8C0172"
"0000532468",3,"#8C0172"
"34250109610",1,"#61DCA9"
"34250108287",3,"#8C0172"
"34250102060",1,"#61DCA9"
"0344169790",3,"#8C0172"
"0039476420",1,"#61DCA9"
"0009311266",1,"#61DCA9"
"0001911606",3,"#8C0172"
"0000308539",3,"#8C0172"
"0000731781",3,"#8C0172"
"34250106651",1,"#61DCA9"
"34250105543",1,"#61DCA9"
"34250100664",3,"#8C0172"
"0346473705",1,"#61DCA9"
"34250127547",1,"#61DCA9"
"34250124688",3,"#8C0172"
"34250123901",1,"#61DCA9"
"0343336287",1,"#61DCA9"
"34250131540",1,"#61DCA9"
"0039980684",1,"#61DCA9"
"5744243522",1,"#61DCA9"
"2342575522",1,"#61DCA9"
"12844262124",1,"#61DCA9"
"0038057030",1,"#61DCA9"
"0002120056",1,"#61DCA9"
"34250130056",1,"#61DCA9"
"34250127827",1,"#61DCA9"
"0001970957",3,"#8C0172"
"34250121819",1,"#61DCA9"
"0006969395",4,"#944046"
"0003721795",5,"#8EB63B"
"0003581326",4,"#944046"
"84940662313",5,"#8EB63B"
"79551583332",5,"#8EB63B"
"0003397032",5,"#8EB63B"
"0003668973",5,"#8EB63B"
"0003612445",4,"#944046"
"0004149207",5,"#8EB63B"
"84965103759",5,"#8EB63B"
"84869411336",5,"#8EB63B"
"84938812952",5,"#8EB63B"
"0002591318",5,"#8EB63B"
"50349087557",5,"#8EB63B"
"0000023362",5,"#8EB63B"
"0002892188",5,"#8EB63B"
"0008429360",5,"#8EB63B"
"80855148506",4,"#944046"
"84953308141",5,"#8EB63B"
"33645280660",5,"#8EB63B"
"11244327940",4,"#944046"
"49649111434",5,"#8EB63B"
"0000798871",4,"#944046"
"84875847924",4,"#944046"
"0003488051",4,"#944046"
"85020549739",4,"#944046"
"85098448481",4,"#944046"
"0000103250",4,"#944046"
"84875275808",4,"#944046"
"0001479221",4,"#944046"
"0001410504",4,"#944046"
"0011287779",4,"#944046"
"0000740210",4,"#944046"
"84876102816",4,"#944046"
"0004279274",5,"#8EB63B"
"0001675069",5,"#8EB63B"
"0003356711",5,"#8EB63B"
"0006002426",5,"#8EB63B"
"0043145064",5,"#8EB63B"
"0003596549",4,"#944046"
"0000102556",5,"#8EB63B"
"84996539065",4,"#944046"
"0003829450",5,"#8EB63B"
"0000508160",4,"#944046"
"85053822999",4,"#944046"
"0043098100",5,"#8EB63B"
"0001005675",4,"#944046"
"42749095511",4,"#944046"
"36549025888",4,"#944046"
"85053161333",4,"#944046"
"64549151067",4,"#944046"
"84957589842",4,"#944046"
"0003467392",5,"#8EB63B"
"84894453180",4,"#944046"
"32944474838",4,"#944046"
"84870482912",4,"#944046"
"0004078878",4,"#944046"
"33644664285",4,"#944046"
"0004149217",4,"#944046"
"84921389898",5,"#8EB63B"
"0004052654",5,"#8EB63B"
"45349095595",5,"#8EB63B"
"84922935218",5,"#8EB63B"
"84940644968",4,"#944046"
"0004176485",4,"#944046"
"84936398002",4,"#944046"
"84933000315",4,"#944046"
"0003785833",4,"#944046"
"0001375485",4,"#944046"
"0003484355",4,"#944046"
"17744395740",4,"#944046"
"0001261899",4,"#944046"
"0000897008",4,"#944046"
"85020531862",4,"#944046"
"79951522663",4,"#944046"
"0003757563",4,"#944046"
"0004146634",4,"#944046"
"0003460359",5,"#8EB63B"
"0003740342",4,"#944046"
"0000311751",5,"#8EB63B"
"0003441155",4,"#944046"
"84924437897",4,"#944046"
"0003992949",5,"#8EB63B"
"84870327912",5,"#8EB63B"
"0016136872",5,"#8EB63B"
"0003530017",5,"#8EB63B"
"0004223107",5,"#8EB63B"
"0003379499",5,"#8EB63B"
"0032221027",4,"#944046"
"34548679805",4,"#944046"
"0000705183",4,"#944046"
"84890071592",5,"#8EB63B"
"2442624639",5,"#8EB63B"
"0003804682",5,"#8EB63B"
"78650808650",5,"#8EB63B"
"84876155403",5,"#8EB63B"
"20744460398",5,"#8EB63B"
"0000161636",5,"#8EB63B"
"60950039724",5,"#8EB63B"
"0000961086",5,"#8EB63B"
"0001214721",5,"#8EB63B"
"0013143399",5,"#8EB63B"
"0000433312",5,"#8EB63B"
"33845439546",5,"#8EB63B"
"84881229123",5,"#8EB63B"
"84881234410",5,"#8EB63B"
"0003614273",5,"#8EB63B"
"0042378554",5,"#8EB63B"
"85038238206",5,"#8EB63B"
"1442303505",4,"#944046"
"84977483351",5,"#8EB63B"
"79954580250",4,"#944046"
"85098648905",4,"#944046"
"0004198890",5,"#8EB63B"
"0003962350",5,"#8EB63B"
"0004113842",5,"#8EB63B"
"0006193328",5,"#8EB63B"
"84923999095",4,"#944046"
"0346343567",4,"#944046"
"84865645409",4,"#944046"
"84938747420",4,"#944046"
"62449325345",4,"#944046"
"77957211866",4,"#944046"
"0002717656",5,"#8EB63B"
"0003620880",4,"#944046"
"0001410750",4,"#944046"
"0003751558",4,"#944046"
"84863092413",4,"#944046"
"0003945869",5,"#8EB63B"
"83755169498",4,"#944046"
"84908351062",4,"#944046"
"0003022154",5,"#8EB63B"
"67649671790",4,"#944046"
"84899897627",4,"#944046"
"0003535416",5,"#8EB63B"
"85069166813",4,"#944046"
"0001102269",4,"#944046"
"85082526830",4,"#944046"
"0000342553",4,"#944046"
"85193417216",4,"#944046"
"0034344834",4,"#944046"
"33947535133",4,"#944046"
"68549099568",4,"#944046"
"0004134698",5,"#8EB63B"
"0002945557",4,"#944046"
"0003446197",4,"#944046"
"0003500122",4,"#944046"
"0004264902",4,"#944046"
"0016752446",4,"#944046"
"85050417424",4,"#944046"
"0004008093",4,"#944046"
"84856431726",4,"#944046"
"0004189017",5,"#8EB63B"
"0038882957",5,"#8EB63B"
"0003696589",4,"#944046"
"0003547856",5,"#8EB63B"
"0003435253",5,"#8EB63B"
"0003995062",5,"#8EB63B"
"0442267478",4,"#944046"
"79952468152",4,"#944046"
"0004095302",5,"#8EB63B"
"0003568880",5,"#8EB63B"
"0004207606",4,"#944046"
"0002040788",4,"#944046"
"84991820981",5,"#8EB63B"
"33845243362",5,"#8EB63B"
"0037159541",4,"#944046"
"0003437208",4,"#944046"
"24944444350",5,"#8EB63B"
"85131495937",5,"#8EB63B"
"0012771572",5,"#8EB63B"
"62749158618",5,"#8EB63B"
"0003604090",4,"#944046"
"84966158827",5,"#8EB63B"
"0032555135",4,"#944046"
"0003918633",5,"#8EB63B"
"0003941317",5,"#8EB63B"
"0003681099",5,"#8EB63B"
"37249030834",5,"#8EB63B"
"33845733408",5,"#8EB63B"
"0014830535",5,"#8EB63B"
"33748498919",5,"#8EB63B"
"0008362427",5,"#8EB63B"
"0029661332",4,"#944046"
"84989784453",4,"#944046"
"0003734936",5,"#8EB63B"
"0003528701",4,"#944046"
"85036595697",4,"#944046"
"85020058963",4,"#944046"
"79959426302",4,"#944046"
"85023190025",4,"#944046"
"85070249767",4,"#944046"
"84876183644",5,"#8EB63B"
"85063590164",4,"#944046"
"84979532420",4,"#944046"
"0000618308",4,"#944046"
"0004275792",5,"#8EB63B"
"0003834965",5,"#8EB63B"
"84923937773",4,"#944046"
"0004226825",5,"#8EB63B"
"79952740846",4,"#944046"
"84891958464",4,"#944046"
"1842864894",5,"#8EB63B"
"0003432370",5,"#8EB63B"
"0004064549",4,"#944046"
"53149135429",4,"#944046"
"84912035980",4,"#944046"
"73449116761",4,"#944046"
"0010626485",5,"#8EB63B"
"0004286324",5,"#8EB63B"
"36749002156",5,"#8EB63B"
"0001771498",5,"#8EB63B"
"84907924367",4,"#944046"
"0003339624",4,"#944046"
"84879557163",4,"#944046"
"84926280632",4,"#944046"
"84976608921",4,"#944046"
"0001146378",4,"#944046"
"0003609438",4,"#944046"
"85030773142",4,"#944046"
"54249116230",4,"#944046"
"0003842120",4,"#944046"
"0001028618",4,"#944046"
"0003999962",4,"#944046"
"4143126973",4,"#944046"
"0001742381",5,"#8EB63B"
"84924503282",5,"#8EB63B"
"0003880824",5,"#8EB63B"
"84863473469",4,"#944046"
"0002414229",5,"#8EB63B"
"0016948894",5,"#8EB63B"
"0028178649",5,"#8EB63B"
"0004287950",5,"#8EB63B"
"4243275065",5,"#8EB63B"
"0042734269",5,"#8EB63B"
"0004229975",5,"#8EB63B"
"0004085058",5,"#8EB63B"
"0002957813",5,"#8EB63B"
"0000000730",5,"#8EB63B"
"0003942801",5,"#8EB63B"
"0000267002",5,"#8EB63B"
"33847225317",5,"#8EB63B"
"85045014889",5,"#8EB63B"
"84957970989",5,"#8EB63B"
"1542526096",5,"#8EB63B"
"84925213061",5,"#8EB63B"
"12044254037",5,"#8EB63B"
"0017771466",5,"#8EB63B"
"0000298123",4,"#944046"
"84922952455",4,"#944046"
"85051013969",5,"#8EB63B"
"84929748498",4,"#944046"
"84928372031",5,"#8EB63B"
"0004001996",4,"#944046"
"0019480612",5,"#8EB63B"
"0004245022",4,"#944046"
"0001634632",5,"#8EB63B"
"0037452939",4,"#944046"
"0002230120",4,"#944046"
"0242268535",4,"#944046"
"0037049973",4,"#944046"
"0004291677",5,"#8EB63B"
"0013770258",5,"#8EB63B"
"0347043608",4,"#944046"
"34147107402",4,"#944046"
"27644522801",5,"#8EB63B"
"33847019914",5,"#8EB63B"
"62649159402",4,"#944046"
"0037772374",4,"#944046"
"0003553364",5,"#8EB63B"
"84963522647",4,"#944046"
"0003696915",5,"#8EB63B"
"84922231667",4,"#944046"
"0013037428",4,"#944046"
"44949105867",4,"#944046"
"0037775212",4,"#944046"
"33751522709",4,"#944046"
"84906264204",4,"#944046"
"0004210529",4,"#944046"
"84941961263",4,"#944046"
"0003651732",4,"#944046"
"0003941591",4,"#944046"
"84856681654",4,"#944046"
"0003528702",4,"#944046"
"84867897644",5,"#8EB63B"
"84922954353",4,"#944046"
"0003044561",4,"#944046"
"0001553024",4,"#944046"
"34247501402",4,"#944046"
"84977316508",4,"#944046"
"85083544201",4,"#944046"
"34250709215",5,"#8EB63B"
"0041638585",5,"#8EB63B"
"0003583653",4,"#944046"
"0003719068",4,"#944046"
"85059963557",4,"#944046"
"78650049713",5,"#8EB63B"
"84921389911",5,"#8EB63B"
"58149215957",5,"#8EB63B"
"0023511236",5,"#8EB63B"
"84926469971",4,"#944046"
"0026565107",5,"#8EB63B"
"0004235189",5,"#8EB63B"
"0002027029",5,"#8EB63B"
"84971149164",5,"#8EB63B"
"0003555131",5,"#8EB63B"
"0542432939",5,"#8EB63B"
"0003659345",5,"#8EB63B"
"0024964245",5,"#8EB63B"
"0020454717",5,"#8EB63B"
"84866337080",5,"#8EB63B"
"84904185169",5,"#8EB63B"
"0003896184",4,"#944046"
"0000172513",5,"#8EB63B"
"0001843628",5,"#8EB63B"
"0002360705",4,"#944046"
"0004238390",5,"#8EB63B"
"0000523231",5,"#8EB63B"
"0003752723",5,"#8EB63B"
"84996903486",5,"#8EB63B"
"0001376193",5,"#8EB63B"
"0002997690",5,"#8EB63B"
"0000036367",5,"#8EB63B"
"0001188349",5,"#8EB63B"
"84928269430",5,"#8EB63B"
"84963103559",5,"#8EB63B"
"0022838376",5,"#8EB63B"
"84890660025",5,"#8EB63B"
"3042750437",5,"#8EB63B"
"0004114078",5,"#8EB63B"
"0000314099",5,"#8EB63B"
"12444335807",4,"#944046"
"33744745579",4,"#944046"
"0348008762",4,"#944046"
"84925444311",4,"#944046"
"0006137259",4,"#944046"
"23344450191",4,"#944046"
"84895570190",4,"#944046"
"0035529861",4,"#944046"
"0141605016",4,"#944046"
